id,start_datetime,end_datetime,run_length,avg_cell_value,tags,Unnamed: 6
51,2011年1月19日,2011年1月19日,102,0.530273438,rain snow,
52,2011年2月15日,2011年2月15日,59,2.443359375,rain snow,
53,2011年2月16日,2011年2月16日,36,2.095703125,rain snow,
54,2011年2月16日,2011年2月16日,180,1.94921875,rain snow,
55,2011年2月16日,2011年2月16日,29,1.3671875,rain snow,
56,2011年2月17日,2011年2月17日,30,1.60546875,rain,
57,2011年2月17日,2011年2月17日,35,1.610351563,rain,
58,2011年2月27日,2011年2月27日,288,1.578125,rain snow,
59,2011年2月28日,2011年2月28日,126,1.360351563,rain,
60,2011年2月28日,2011年2月28日,159,0.50390625,rain,
61,2011年3月3日,2011年3月3日,202,1.16796875,rain snow,
62,2011年3月13日,2011年3月13日,288,1.969726563,rain snow,
63,2011年3月16日,2011年3月16日,122,4.54296875,rain snow,
64,2011年3月16日,2011年3月16日,163,4.4921875,rain snow,
65,2011年3月17日,2011年3月17日,119,2.240234375,rain snow,
66,2011年3月17日,2011年3月17日,166,1.306640625,rain snow,
67,2011年3月19日,2011年3月19日,248,0.649414063,rain,
68,2011年4月4日,2011年4月4日,81,1.724609375,storm downpour,
69,2011年4月12日,2011年4月12日,127,0.86328125,storm downpour,
70,2011年4月12日,2011年4月12日,135,4.80078125,storm downpour,
71,2011年4月13日,2011年4月13日,110,0.736816406,downpour,
72,2011年4月15日,2011年4月15日,33,0.80078125,rain,
73,2011年4月15日,2011年4月15日,195,1.081054688,rain,
74,2011年4月24日,2011年4月24日,288,1.430664063,storm downpour,
75,2011年4月25日,2011年4月25日,288,0.848632813,storm downpour,
76,2011年4月26日,2011年4月26日,288,2.099609375,storm downpour,1.0
77,2011年4月27日,2011年4月27日,108,2.404296875,rain storm downpour,
78,2011年4月27日,2011年4月27日,133,2.529296875,rain storm downpour,
79,2011年4月28日,2011年4月28日,288,1.973632813,,
80,2011年4月29日,2011年4月29日,156,1.513671875,downpour,
81,2011年4月29日,2011年4月29日,83,1.188476563,downpour,
82,2011年5月1日,2011年5月1日,39,2.751953125,storm downpour,
83,2011年5月2日,2011年5月2日,36,2.00390625,downpour,
84,2011年5月12日,2011年5月12日,57,0.908691406,downpour,
85,2011年5月12日,2011年5月12日,230,1.344726563,downpour,
86,2011年5月14日,2011年5月14日,288,2.80859375,downpour,1.0
87,2011年5月15日,2011年5月15日,288,3.78125,rain,1.0
88,2011年5月20日,2011年5月20日,288,1.223632813,storm downpour,
89,2011年5月21日,2011年5月21日,288,1.15625,storm downpour,
90,2011年5月22日,2011年5月22日,288,1.090820313,storm downpour,
91,2011年5月26日,2011年5月26日,288,0.85546875,storm downpour,
92,2011年5月27日,2011年5月27日,288,5.80859375,hail storm snow,1.0
93,2011年5月28日,2011年5月28日,209,0.725585938,rain,
94,2011年5月31日,2011年5月31日,148,1.227539063,rain,
95,2011年6月1日,2011年6月1日,288,1.321289063,storm downpour,
96,2011年6月3日,2011年6月3日,181,0.87890625,rain,
97,2011年6月3日,2011年6月3日,106,1.493164063,rain,
98,2011年6月4日,2011年6月4日,233,1.172851563,storm downpour,1.0
99,2011年6月4日,2011年6月4日,54,3.560546875,storm downpour,1.0
100,2011年6月5日,2011年6月5日,247,2.51953125,downpour,1.0
101,2011年6月5日,2011年6月5日,40,2.939453125,downpour,1.0
102,2011年6月6日,2011年6月6日,124,1.37890625,storm downpour,1.0
103,2011年6月6日,2011年6月6日,102,3.595703125,storm downpour,1.0
104,2011年6月7日,2011年6月7日,81,6.30078125,rain,1.0
105,2011年6月8日,2011年6月8日,31,2.521484375,rain storm downpour,1.0
106,2011年6月8日,2011年6月8日,131,2.0859375,rain storm downpour,1.0
107,2011年6月9日,2011年6月9日,108,0.80078125,rain downpour,
108,2011年6月9日,2011年6月9日,179,1.87890625,rain downpour,
109,2011年6月10日,2011年6月10日,288,0.835449219,storm downpour,
110,2011年6月11日,2011年6月11日,288,1.977539063,rain,1.0
111,2011年6月13日,2011年6月13日,288,1.353515625,downpour,
112,2011年6月16日,2011年6月16日,148,1.524414063,storm downpour,1.0
113,2011年6月17日,2011年6月17日,78,0.856933594,storm downpour,
114,2011年6月17日,2011年6月17日,83,0.639648438,storm downpour,
115,2011年6月17日,2011年6月17日,61,1.572265625,storm downpour,
116,2011年6月18日,2011年6月18日,288,2.505859375,storm downpour,1.0
117,2011年6月22日,2011年6月22日,137,2.3203125,storm downpour,1.0
118,2011年6月23日,2011年6月23日,162,2.560546875,storm downpour,1.0
119,2011年6月23日,2011年6月23日,125,1.374023438,storm downpour,1.0
120,2011年6月29日,2011年6月29日,31,1.694335938,storm downpour,
121,2011年6月29日,2011年6月29日,86,3.60546875,storm downpour,
122,2011年6月30日,2011年6月30日,288,1.544921875,rain downpour,1.0
123,2011年7月1日,2011年7月1日,288,0.519042969,downpour,
124,2011年7月5日,2011年7月5日,28,1.524414063,storm downpour,
125,2011年7月6日,2011年7月6日,107,0.889160156,downpour,
126,2011年7月7日,2011年7月7日,255,2.251953125,rain storm downpour,1.0
127,2011年7月7日,2011年7月7日,32,1.521484375,rain storm downpour,1.0
128,2011年7月10日,2011年7月10日,288,1.358398438,rain storm,1.0
129,2011年7月13日,2011年7月13日,173,1.9375,storm downpour,1.0
130,2011年7月13日,2011年7月13日,64,5.55859375,storm downpour,1.0
131,2011年7月15日,2011年7月15日,46,0.552734375,storm downpour,
132,2011年7月15日,2011年7月15日,241,2.13671875,storm downpour,
133,2011年7月17日,2011年7月17日,288,1.255859375,rain downpour,1.0
134,2011年7月18日,2011年7月18日,49,2.701171875,downpour,
135,2011年7月18日,2011年7月18日,238,0.8828125,downpour,
136,2011年7月19日,2011年7月19日,288,1.231445313,rain,1.0
137,2011年7月20日,2011年7月20日,288,1.65625,rain snow,1.0
138,2011年7月21日,2011年7月21日,131,1.21484375,storm downpour,
139,2011年7月22日,2011年7月22日,288,0.521972656,downpour,
140,2011年7月23日,2011年7月23日,288,2.8359375,downpour,1.0
141,2011年7月24日,2011年7月24日,288,1.80078125,rain,1.0
142,2011年7月27日,2011年7月27日,288,0.828125,storm downpour,
143,2011年7月28日,2011年7月28日,288,1.125976563,hail storm downpour,
144,2011年7月30日,2011年7月30日,125,0.947753906,downpour,
145,2011年7月31日,2011年7月31日,288,0.534667969,storm downpour,
146,2011年8月1日,2011年8月1日,127,0.904785156,storm downpour,
147,2011年8月3日,2011年8月3日,288,1.916992188,hail storm,1.0
148,2011年8月5日,2011年8月5日,288,2.439453125,rain downpour,1.0
149,2011年8月6日,2011年8月6日,288,1.30078125,,
150,2011年8月7日,2011年8月7日,117,1.044921875,rain,
151,2011年8月7日,2011年8月7日,170,2.771484375,rain,
152,2011年8月8日,2011年8月8日,288,1.749023438,rain,1.0
153,2011年8月15日,2011年8月15日,113,6.12109375,rain storm,1.0
154,2011年8月15日,2011年8月15日,29,4.71484375,rain storm,1.0
155,2011年8月19日,2011年8月19日,66,0.943847656,storm,
156,2011年8月19日,2011年8月19日,84,1.059570313,storm,
157,2011年9月2日,2011年9月2日,75,0.645996094,storm downpour,
158,2011年9月3日,2011年9月3日,253,0.653320313,rain,
159,2011年9月4日,2011年9月4日,285,3.359375,rain,1.0
160,2011年9月5日,2011年9月5日,117,2.16015625,downpour,1.0
161,2011年9月5日,2011年9月5日,102,2.26171875,downpour,1.0
162,2011年9月12日,2011年9月12日,92,2.6015625,storm downpour,
163,2011年9月17日,2011年9月17日,81,0.828125,storm downpour,
164,2011年9月17日,2011年9月17日,98,4.62890625,storm downpour,
165,2011年9月18日,2011年9月18日,54,3.283203125,rain snow,1.0
166,2011年9月18日,2011年9月18日,233,5.59375,rain snow,1.0
167,2011年9月19日,2011年9月19日,288,3.890625,rain snow,1.0
168,2011年10月6日,2011年10月6日,141,1.629882813,,
169,2011年10月7日,2011年10月7日,57,7.19140625,rain storm,
170,2011年10月7日,2011年10月7日,189,1.124023438,rain storm,
171,2011年10月10日,2011年10月10日,76,4.26171875,,
172,2011年10月10日,2011年10月10日,141,1.370117188,,
173,2011年10月19日,2011年10月19日,178,0.587890625,rain snow,
174,2011年10月20日,2011年10月20日,32,5.07421875,rain snow,1.0
175,2011年10月20日,2011年10月20日,255,1.592773438,rain snow,1.0
176,2011年10月25日,2011年10月25日,80,0.638183594,rain,
177,2011年10月25日,2011年10月25日,32,2.89453125,rain,
178,2011年10月25日,2011年10月25日,51,4.29296875,rain,
179,2011年10月25日,2011年10月25日,91,5.5859375,rain,
180,2011年10月26日,2011年10月26日,32,5.2734375,rain,
181,2011年10月26日,2011年10月26日,43,4.13671875,rain,
182,2011年11月4日,2011年11月4日,28,0.926269531,rain snow,
183,2011年11月4日,2011年11月4日,59,1.346679688,rain snow,
184,2011年11月4日,2011年11月4日,55,1.078125,rain snow,
185,2011年11月5日,2011年11月5日,91,2.3828125,rain snow,
186,2011年11月5日,2011年11月5日,37,1.618164063,rain snow,
187,2011年11月5日,2011年11月5日,135,1.125,rain snow,
188,2011年11月6日,2011年11月6日,157,0.87890625,rain snow,
189,2011年11月6日,2011年11月6日,69,2.71484375,rain snow,
190,2011年11月6日,2011年11月6日,60,3.798828125,rain snow,
191,2011年11月7日,2011年11月7日,109,1.78515625,rain snow,
192,2011年11月7日,2011年11月7日,31,1.59375,rain snow,
193,2011年11月7日,2011年11月7日,100,2.1484375,rain snow,
194,2011年11月8日,2011年11月8日,190,2.056640625,rain,1.0
195,2011年12月3日,2011年12月3日,204,0.544433594,rain snow,
196,2011年12月7日,2011年12月7日,39,0.706054688,snow,
197,2011年12月7日,2011年12月7日,48,2.01171875,snow,
198,2011年12月7日,2011年12月7日,42,1.322265625,snow,
199,2011年12月12日,2011年12月12日,148,2.259765625,rain snow,1.0
200,2011年12月16日,2011年12月16日,288,1.512695313,rain snow,1.0
201,2011年12月22日,2011年12月22日,288,0.844726563,rain,
202,2012年1月5日,2012年1月5日,288,1.27734375,rain,1.0
203,2012年1月6日,2012年1月6日,232,1.383789063,rain,1.0
204,2012年1月20日,2012年1月20日,164,1.411132813,rain snow,
205,2012年1月20日,2012年1月20日,123,1.147460938,rain snow,
206,2012年1月21日,2012年1月21日,67,1.229492188,,
207,2012年3月4日,2012年3月4日,211,1.284179688,rain snow,1.0
208,2012年3月5日,2012年3月5日,32,1.255859375,rain snow,
209,2012年3月5日,2012年3月5日,26,1.662109375,rain snow,
210,2012年3月5日,2012年3月5日,47,2.640625,rain snow,
211,2012年3月18日,2012年3月18日,27,0.746582031,downpour snow,
212,2012年3月24日,2012年3月24日,185,0.803222656,storm downpour,
213,2012年3月24日,2012年3月24日,101,0.815429688,storm downpour,
214,2012年4月4日,2012年4月4日,288,1.12890625,rain snow,
215,2012年4月5日,2012年4月5日,288,1.6640625,rain snow,1.0
216,2012年4月7日,2012年4月7日,288,1.012695313,storm downpour,
217,2012年4月11日,2012年4月11日,187,2.87890625,rain snow,1.0
218,2012年4月11日,2012年4月11日,100,2.244140625,rain snow,1.0
219,2012年4月14日,2012年4月14日,288,0.547363281,rain,
220,2012年4月15日,2012年4月15日,288,1.776367188,rain snow,1.0
221,2012年4月18日,2012年4月18日,28,2.66796875,rain snow,
222,2012年4月18日,2012年4月18日,27,1.833007813,rain snow,
223,2012年4月19日,2012年4月19日,42,0.662109375,rain,
224,2012年4月20日,2012年4月20日,31,1.041992188,rain,
225,2012年4月22日,2012年4月22日,33,2.009765625,downpour snow,
226,2012年4月23日,2012年4月23日,25,1.153320313,rain,
227,2012年4月24日,2012年4月24日,26,0.537597656,rain snow,
228,2012年5月5日,2012年5月5日,288,1.216796875,downpour,1.0
229,2012年5月6日,2012年5月6日,288,1.25390625,downpour,1.0
230,2012年5月12日,2012年5月12日,288,0.815429688,hail storm downpour,
231,2012年5月13日,2012年5月13日,288,1.087890625,rain,
232,2012年5月15日,2012年5月15日,288,1.14453125,rain storm downpour snow,
233,2012年5月16日,2012年5月16日,288,1.185546875,rain,1.0
234,2012年5月20日,2012年5月20日,288,2.0859375,rain,1.0
235,2012年5月21日,2012年5月21日,288,3.9453125,rain snow,1.0
236,2012年5月22日,2012年5月22日,288,0.812011719,downpour,
237,2012年5月24日,2012年5月24日,288,0.65625,downpour,
238,2012年5月25日,2012年5月25日,288,0.565917969,downpour,
239,2012年5月27日,2012年5月27日,288,0.889648438,downpour,
240,2012年5月29日,2012年5月29日,288,0.625,storm downpour,
241,2012年5月31日,2012年5月31日,288,0.501953125,downpour,
242,2012年6月4日,2012年6月4日,288,3.048828125,rain,1.0
243,2012年6月8日,2012年6月8日,288,1.408203125,downpour,1.0
244,2012年6月9日,2012年6月9日,288,2.12109375,storm downpour,1.0
245,2012年6月10日,2012年6月10日,288,2.068359375,storm downpour,1.0
246,2012年6月11日,2012年6月11日,91,0.845703125,storm downpour,
247,2012年6月11日,2012年6月11日,194,2.755859375,storm downpour,
248,2012年6月12日,2012年6月12日,91,2.91796875,storm downpour,
249,2012年6月12日,2012年6月12日,195,1.6640625,storm downpour,
250,2012年6月13日,2012年6月13日,288,1.409179688,storm downpour,1.0
251,2012年6月18日,2012年6月18日,78,1.700195313,,
252,2012年6月19日,2012年6月19日,77,0.5234375,downpour,
253,2012年6月20日,2012年6月20日,41,3.107421875,downpour,
254,2012年6月20日,2012年6月20日,93,0.500488281,downpour,
255,2012年6月21日,2012年6月21日,194,1.788085938,storm downpour,1.0
256,2012年6月22日,2012年6月22日,110,0.6640625,downpour,
257,2012年6月22日,2012年6月22日,124,0.795898438,downpour,
258,2012年6月23日,2012年6月23日,288,1.725585938,storm,1.0
259,2012年6月25日,2012年6月25日,286,0.814941406,downpour,
260,2012年7月2日,2012年7月2日,163,1.352539063,hail storm,1.0
261,2012年7月2日,2012年7月2日,124,5.23828125,hail storm,1.0
262,2012年7月3日,2012年7月3日,197,1.340820313,storm downpour,
263,2012年7月3日,2012年7月3日,90,1.202148438,storm downpour,
264,2012年7月4日,2012年7月4日,288,0.987792969,downpour,
265,2012年7月5日,2012年7月5日,288,1.360351563,storm,1.0
266,2012年7月6日,2012年7月6日,288,3.337890625,storm,1.0
267,2012年7月9日,2012年7月9日,288,1.088867188,storm,
268,2012年7月10日,2012年7月10日,171,1.584960938,storm downpour,1.0
269,2012年7月10日,2012年7月10日,52,3.306640625,storm downpour,1.0
270,2012年7月11日,2012年7月11日,67,2.869140625,storm,
271,2012年7月11日,2012年7月11日,35,4.91796875,storm,
272,2012年7月13日,2012年7月13日,48,0.572265625,storm downpour,
273,2012年7月13日,2012年7月13日,52,5.578125,storm downpour,
274,2012年7月13日,2012年7月13日,157,1.922851563,storm downpour,
275,2012年7月14日,2012年7月14日,66,0.71484375,storm downpour,
276,2012年7月14日,2012年7月14日,78,0.918945313,storm downpour,
277,2012年7月14日,2012年7月14日,100,5.0859375,storm downpour,
278,2012年7月15日,2012年7月15日,83,3.388671875,storm downpour,
279,2012年7月15日,2012年7月15日,25,4.41796875,storm downpour,
280,2012年7月15日,2012年7月15日,81,1.418945313,storm downpour,
281,2012年7月15日,2012年7月15日,27,2.048828125,storm downpour,
282,2012年7月15日,2012年7月15日,56,2.25390625,storm downpour,
283,2012年7月25日,2012年7月25日,50,1.705078125,storm downpour,
284,2012年7月25日,2012年7月25日,30,2.7890625,storm downpour,
285,2012年7月27日,2012年7月27日,61,1.747070313,storm downpour,
286,2012年7月28日,2012年7月28日,27,0.706542969,storm downpour,
287,2012年7月28日,2012年7月28日,25,3.990234375,storm downpour,
288,2012年7月28日,2012年7月28日,74,2.41796875,storm downpour,
289,2012年7月28日,2012年7月28日,71,2.240234375,storm downpour,
290,2012年7月29日,2012年7月29日,88,1.225585938,storm downpour,
291,2012年7月29日,2012年7月29日,41,2.1796875,storm downpour,
292,2012年7月29日,2012年7月29日,74,0.83984375,storm downpour,
293,2012年7月29日,2012年7月29日,48,1.670898438,storm downpour,
294,2012年7月30日,2012年7月30日,49,1.298828125,storm downpour,
295,2012年7月30日,2012年7月30日,64,2.123046875,storm downpour,
296,2012年7月30日,2012年7月30日,34,1.959960938,storm downpour,
297,2012年7月31日,2012年7月31日,31,0.6015625,storm downpour,
298,2012年7月31日,2012年7月31日,126,1.259765625,storm downpour,
299,2012年8月1日,2012年8月1日,39,0.626953125,downpour,
300,2012年8月2日,2012年8月2日,27,1.313476563,storm downpour,
301,2012年8月2日,2012年8月2日,90,2.01953125,storm downpour,
302,2012年8月3日,2012年8月3日,37,1.533203125,storm downpour,
303,2012年8月3日,2012年8月3日,36,1.489257813,storm downpour,
304,2012年8月3日,2012年8月3日,139,0.571289063,storm downpour,
305,2012年8月4日,2012年8月4日,223,1.357421875,storm downpour,
306,2012年8月5日,2012年8月5日,37,3.0,storm downpour,
307,2012年8月5日,2012年8月5日,45,0.691894531,storm downpour,
308,2012年8月5日,2012年8月5日,32,1.3671875,storm downpour,
309,2012年8月9日,2012年8月9日,32,2.76171875,downpour,
310,2012年8月9日,2012年8月9日,71,1.586914063,downpour,
311,2012年8月10日,2012年8月10日,74,1.204101563,,
312,2012年8月12日,2012年8月12日,133,0.798339844,downpour,
313,2012年8月14日,2012年8月14日,32,1.938476563,storm downpour,
314,2012年8月16日,2012年8月16日,56,1.477539063,storm downpour,
315,2012年8月16日,2012年8月16日,49,2.8515625,storm downpour,
316,2012年8月23日,2012年8月23日,37,5.30078125,storm,
317,2012年9月3日,2012年9月3日,25,1.033203125,rain,
318,2012年9月4日,2012年9月4日,31,2.8125,rain downpour,
319,2012年9月29日,2012年9月29日,39,5.078125,rain snow,
320,2012年10月1日,2012年10月1日,44,1.0234375,rain,
321,2012年10月26日,2012年10月26日,28,3.083984375,rain,
322,2012年10月26日,2012年10月26日,25,3.046875,rain,
323,2012年10月26日,2012年10月26日,44,1.604492188,rain,
324,2012年10月31日,2012年10月31日,156,1.029296875,rain snow,
325,2012年11月1日,2012年11月1日,93,0.812988281,rain,
326,2012年11月4日,2012年11月4日,27,4.6171875,rain snow,
327,2012年11月5日,2012年11月5日,48,3.138671875,rain snow,
328,2012年11月5日,2012年11月5日,75,1.334960938,rain snow,
329,2012年11月10日,2012年11月10日,135,1.745117188,rain snow,
330,2012年11月10日,2012年11月10日,152,2.15625,rain snow,
331,2012年11月11日,2012年11月11日,81,5.77734375,rain snow,
332,2012年11月11日,2012年11月11日,190,2.46875,rain snow,
333,2012年11月22日,2012年11月22日,288,0.504882813,rain,
334,2012年11月27日,2012年11月27日,153,2.34765625,rain,
335,2012年11月28日,2012年11月28日,186,4.09375,rain snow,
336,2012年11月28日,2012年11月28日,58,4.36328125,rain snow,
337,2012年11月28日,2012年11月28日,42,2.986328125,rain snow,
338,2012年11月29日,2012年11月29日,288,0.858886719,rain snow,
339,2012年11月30日,2012年11月30日,145,0.552734375,rain,
340,2013年2月2日,2013年2月2日,34,1.796875,rain snow,
341,2013年2月2日,2013年2月2日,35,3.32421875,rain snow,
342,2013年2月2日,2013年2月2日,26,3.146484375,rain snow,
343,2013年2月11日,2013年2月11日,25,2.8671875,snow,
344,2013年2月11日,2013年2月11日,25,2.478515625,snow,
345,2013年2月12日,2013年2月12日,32,0.850097656,snow,
346,2013年2月24日,2013年2月24日,28,1.51171875,rain snow,
347,2013年2月24日,2013年2月24日,31,0.799316406,rain snow,
348,2013年3月7日,2013年3月7日,37,0.887695313,rain,
349,2013年3月7日,2013年3月7日,35,0.6328125,rain,
350,2013年3月7日,2013年3月7日,42,0.835449219,rain,
351,2013年3月9日,2013年3月9日,71,0.588867188,rain,
352,2013年3月9日,2013年3月9日,138,1.415039063,rain,
353,2013年3月9日,2013年3月9日,38,1.9140625,rain,
354,2013年3月11日,2013年3月11日,125,0.723144531,rain,
355,2013年3月12日,2013年3月12日,84,0.621582031,rain,
356,2013年3月13日,2013年3月13日,149,0.983398438,rain,
357,2013年3月17日,2013年3月17日,250,1.0234375,rain snow,
358,2013年3月18日,2013年3月18日,288,4.12890625,rain snow,
359,2013年3月20日,2013年3月20日,185,0.916992188,rain snow,
360,2013年3月24日,2013年3月24日,204,1.3203125,rain snow,
361,2013年3月25日,2013年3月25日,106,1.262695313,rain snow,
362,2013年3月25日,2013年3月25日,157,0.649414063,rain snow,
363,2013年3月28日,2013年3月28日,173,2.98828125,rain snow,
364,2013年3月30日,2013年3月30日,288,2.623046875,rain snow,
365,2013年3月31日,2013年3月31日,263,1.205078125,downpour snow,
366,2013年4月19日,2013年4月19日,288,2.138671875,rain storm downpour,
367,2013年4月20日,2013年4月20日,288,3.41796875,rain,
368,2013年4月21日,2013年4月21日,288,2.162109375,rain,
369,2013年4月22日,2013年4月22日,85,1.067382813,downpour,
370,2013年4月22日,2013年4月22日,202,1.265625,downpour,
371,2013年4月26日,2013年4月26日,288,0.624023438,downpour,
372,2013年4月27日,2013年4月27日,288,2.626953125,rain snow,
373,2013年4月28日,2013年4月28日,288,0.719238281,downpour,
374,2013年4月29日,2013年4月29日,288,1.672851563,downpour,
375,2013年4月30日,2013年4月30日,288,0.939453125,rain,
376,2013年5月1日,2013年5月1日,288,1.138671875,storm downpour,
377,2013年5月2日,2013年5月2日,288,1.458984375,rain storm,
378,2013年5月3日,2013年5月3日,288,1.137695313,storm downpour,
379,2013年5月5日,2013年5月5日,288,1.55859375,storm downpour,
380,2013年5月6日,2013年5月6日,95,0.931640625,downpour,
381,2013年5月6日,2013年5月6日,30,1.041992188,downpour,
382,2013年5月7日,2013年5月7日,166,1.140625,downpour,
383,2013年5月7日,2013年5月7日,120,1.768554688,downpour,
384,2013年5月10日,2013年5月10日,288,2.3203125,rain,
385,2013年5月11日,2013年5月11日,288,1.6875,rain,
386,2013年5月12日,2013年5月12日,288,0.785644531,downpour,
387,2013年5月16日,2013年5月16日,26,7.60546875,rain,
388,2013年5月16日,2013年5月16日,135,4.08984375,rain,
389,2013年5月17日,2013年5月17日,91,3.24609375,rain downpour,
390,2013年5月17日,2013年5月17日,39,4.70703125,rain downpour,
391,2013年5月19日,2013年5月19日,91,2.802734375,rain,
392,2013年5月19日,2013年5月19日,195,1.708984375,rain,
393,2013年5月20日,2013年5月20日,287,1.024414063,downpour,
394,2013年5月23日,2013年5月23日,156,2.8984375,rain,
395,2013年5月24日,2013年5月24日,187,2.615234375,rain,
396,2013年5月29日,2013年5月29日,287,1.20703125,rain downpour,
397,2013年5月31日,2013年5月31日,287,1.153320313,,
398,2013年6月1日,2013年6月1日,287,0.619140625,downpour,
399,2013年6月5日,2013年6月5日,287,0.834472656,downpour,
400,2013年6月6日,2013年6月6日,287,0.734863281,downpour,
401,2013年6月7日,2013年6月7日,287,0.596191406,storm downpour,
402,2013年6月8日,2013年6月8日,287,0.765625,hail storm,
403,2013年6月9日,2013年6月9日,287,1.725585938,rain storm downpour,
404,2013年6月18日,2013年6月18日,287,0.625,hail storm,
405,2013年6月20日,2013年6月20日,287,0.827148438,storm,
406,2013年6月22日,2013年6月22日,287,0.87109375,downpour,
407,2013年6月23日,2013年6月23日,287,1.458984375,storm downpour,
408,2013年6月24日,2013年6月24日,104,4.328125,storm downpour,
409,2013年6月24日,2013年6月24日,182,0.702148438,storm downpour,
410,2013年6月25日,2013年6月25日,287,0.501953125,downpour,
411,2013年6月27日,2013年6月27日,221,1.821289063,downpour,
412,2013年6月28日,2013年6月28日,287,0.884277344,rain,
413,2013年7月2日,2013年7月2日,171,0.762207031,storm downpour,
414,2013年7月3日,2013年7月3日,287,0.654785156,storm downpour,
415,2013年7月7日,2013年7月7日,287,0.617675781,storm downpour,
416,2013年7月8日,2013年7月8日,135,1.569335938,storm downpour,
417,2013年7月9日,2013年7月9日,287,1.08203125,storm downpour,
418,2013年7月10日,2013年7月10日,287,1.004882813,rain storm downpour,
419,2013年7月13日,2013年7月13日,287,1.145507813,storm downpour,
420,2013年7月17日,2013年7月17日,177,1.158203125,storm,
421,2013年7月18日,2013年7月18日,64,1.915039063,hail storm,
422,2013年7月18日,2013年7月18日,108,2.33984375,hail storm,
423,2013年7月19日,2013年7月19日,193,1.162109375,storm,
424,2013年7月21日,2013年7月21日,287,0.752929688,downpour,
425,2013年7月22日,2013年7月22日,126,3.126953125,hail storm,
426,2013年7月23日,2013年7月23日,148,1.848632813,hail storm downpour,
427,2013年7月24日,2013年7月24日,180,2.125,storm downpour,
428,2013年7月26日,2013年7月26日,162,1.290039063,storm,
429,2013年7月27日,2013年7月27日,288,0.655273438,storm,
430,2013年7月29日,2013年7月29日,288,2.5703125,storm downpour,
431,2013年8月3日,2013年8月3日,288,0.565917969,storm,
