DATETIME,WINDDIRECTION,TEMPERATURE,HUMIDITY,PRESSURE,WINDSPEED,POWER
2/1/2021 09:15:00,19,8.6,37,1023,9.3,32509
2/1/2021 09:30:00,20,9,36,1023,9,31168
2/1/2021 09:45:00,23,9.4,35,1023,9.6,32225
2/1/2021 10:00:00,24,9.8,34,1023,9.2,31855
2/1/2021 10:15:00,26,10.2,34,1023,8.3,28365
2/1/2021 10:30:00,28,10.5,33,1023,8.4,28777
2/1/2021 10:45:00,30,10.8,33,1022,8.6,29106
2/1/2021 11:00:00,32,11.1,32,1022,8.8,27621
2/1/2021 11:15:00,33,11.4,32,1022,8.7,26063
2/1/2021 11:30:00,34,11.6,33,1022,8.5,27349
2/1/2021 11:45:00,34,11.9,33,1021,8.7,29565
2/1/2021 12:00:00,35,12.1,34,1021,8.4,27660
2/1/2021 12:15:00,36,12.3,34,1021,7.8,23324
2/1/2021 12:30:00,37,12.5,34,1021,8.4,23749
2/1/2021 12:45:00,38,12.6,35,1020,7.4,23410
2/1/2021 13:00:00,39,12.8,35,1020,8,24054
2/1/2021 13:15:00,39,12.9,35,1020,8.8,25775
2/1/2021 13:30:00,40,12.9,36,1020,8.5,26869
2/1/2021 13:45:00,41,12.8,37,1020,8.6,27231
2/1/2021 14:00:00,42,12.8,38,1020,8.6,27446
2/1/2021 14:15:00,42,12.7,39,1020,8.5,31635
2/1/2021 14:30:00,42,12.5,40,1020,8.3,29526
2/1/2021 14:45:00,41,12.4,41,1019,8.4,27514
2/1/2021 15:00:00,41,12.2,42,1019,9.4,34108
2/1/2021 15:15:00,40,11.9,43,1019,9.5,37200
2/1/2021 15:30:00,39,11.6,45,1019,10,37772
2/1/2021 15:45:00,39,11.3,46,1020,9.5,34668
2/1/2021 16:00:00,38,11,48,1020,9.1,35450
2/1/2021 16:15:00,36,10.6,51,1020,9.7,35993
2/1/2021 16:30:00,35,10.2,54,1020,9.4,35882
2/1/2021 16:45:00,34,9.8,57,1020,9.3,33534
2/1/2021 17:00:00,32,9.4,60,1020,9.1,30086
2/1/2021 17:15:00,31,9.1,62,1020,8.2,31864
2/1/2021 17:30:00,30,8.9,63,1020,7.7,27771
2/1/2021 17:45:00,30,8.8,64,1021,8.1,26570
2/1/2021 18:00:00,29,8.6,65,1021,8.3,31619
2/1/2021 18:15:00,28,8.5,65,1021,8.6,28619
2/1/2021 18:30:00,26,8.4,65,1021,9.2,32877
2/1/2021 18:45:00,25,8.4,64,1021,9.4,33059
2/1/2021 19:00:00,23,8.3,64,1021,9.5,37379
2/1/2021 19:15:00,22,8.3,64,1021,10,39339
2/1/2021 19:30:00,22,8.3,64,1021,10.3,39641
2/1/2021 19:45:00,21,8.4,64,1021,9.3,37334
2/1/2021 20:00:00,20,8.4,64,1021,9.9,37580
2/1/2021 20:15:00,18,8.4,64,1021,10.3,39051
2/1/2021 20:30:00,17,8.4,64,1021,9.7,38851
2/1/2021 20:45:00,16,8.4,64,1021,10.6,44477
2/1/2021 21:00:00,14,8.4,64,1021,11.3,45322
2/1/2021 21:15:00,14,8.4,64,1021,10.8,43693
2/1/2021 21:30:00,14,8.4,64,1021,10.9,44993
2/1/2021 21:45:00,13,8.5,64,1022,10.6,43236
2/1/2021 22:00:00,13,8.5,64,1022,10.9,43855
2/1/2021 22:15:00,13,8.5,64,1022,9.8,39821
2/1/2021 22:30:00,13,8.5,64,1022,10.6,38397
2/1/2021 22:45:00,12,8.5,64,1022,9.8,40196
2/1/2021 23:00:00,11,8.5,64,1022,10.5,38315
2/1/2021 23:15:00,11,8.5,64,1022,10.6,35392
2/1/2021 23:30:00,12,8.5,64,1022,9.7,34662
2/1/2021 23:45:00,12,8.6,63,1022,9.3,31333
3/1/2021 00:00:00,9,8.1,65,1021,8.7,34369
3/1/2021 00:15:00,9,8.1,65,1021,8.5,29967
3/1/2021 00:30:00,10,8.1,65,1021,8.1,27413
3/1/2021 00:45:00,10,8.2,66,1021,8.5,30801
3/1/2021 01:00:00,10,8.2,66,1021,9,32798
3/1/2021 01:15:00,10,8.2,66,1021,9.7,33873
3/1/2021 01:30:00,10,8.2,67,1021,10,33402
3/1/2021 01:45:00,9,8.1,68,1021,10.3,32119
3/1/2021 02:00:00,9,8.1,69,1021,10.2,36488
3/1/2021 02:15:00,8,8.1,69,1021,10.3,39206
3/1/2021 02:30:00,8,8.1,69,1021,10.3,40992
3/1/2021 02:45:00,8,8.2,70,1021,11,40520
3/1/2021 03:00:00,8,8.2,70,1021,10.9,41891
3/1/2021 03:15:00,8,8.2,70,1021,10.9,38734
3/1/2021 03:30:00,8,8.2,70,1021,10.7,39111
3/1/2021 03:45:00,9,8.3,71,1020,10.5,39296
3/1/2021 04:00:00,9,8.3,71,1020,11,38089
3/1/2021 04:15:00,10,8.3,71,1020,10.5,37341
3/1/2021 04:30:00,10,8.4,71,1020,10.6,35250
3/1/2021 04:45:00,11,8.5,71,1021,11.2,35569
3/1/2021 05:00:00,12,8.6,71,1021,11.1,40712
3/1/2021 05:15:00,12,8.6,71,1021,10.5,36918
3/1/2021 05:30:00,12,8.6,72,1021,10.4,37345
3/1/2021 05:45:00,12,8.6,72,1021,10.2,38613
3/1/2021 06:00:00,12,8.6,73,1021,10.2,37670
3/1/2021 06:15:00,12,8.6,73,1021,9.9,36258
3/1/2021 06:30:00,12,8.6,73,1021,10.3,36727
3/1/2021 06:45:00,12,8.7,74,1021,10,31136
3/1/2021 07:00:00,13,8.7,74,1021,9.6,31322
3/1/2021 07:15:00,13,8.9,73,1021,9.8,30551
3/1/2021 07:30:00,14,9.3,72,1021,9.8,30702
3/1/2021 07:45:00,14,9.6,71,1022,9.6,27889
3/1/2021 08:00:00,15,10,70,1022,9.5,34068
3/1/2021 08:15:00,16,10.4,68,1022,9.2,30886
3/1/2021 08:30:00,17,10.7,67,1022,9.8,32075
3/1/2021 08:45:00,18,11.1,66,1022,9.3,30341
3/1/2021 09:00:00,19,11.4,65,1022,9,31158
3/1/2021 09:15:00,20,11.7,64,1022,8.9,28208
3/1/2021 09:30:00,20,12,63,1022,8.2,22233
3/1/2021 09:45:00,21,12.2,63,1022,8,23589
3/1/2021 10:00:00,21,12.5,62,1022,8.3,22795
3/1/2021 10:15:00,21,12.7,62,1022,8.1,23630
3/1/2021 10:30:00,21,13,61,1022,7.7,23883
3/1/2021 10:45:00,21,13.2,61,1021,7.8,23706
3/1/2021 11:00:00,21,13.5,60,1021,7.5,22268
3/1/2021 11:15:00,21,13.7,60,1021,7.5,17392
3/1/2021 11:30:00,22,13.9,60,1021,7.6,15718
3/1/2021 11:45:00,22,14,59,1020,6.7,18054
3/1/2021 12:00:00,22,14.2,59,1020,6.1,11183
3/1/2021 12:15:00,23,14.4,59,1020,6.2,13089
3/1/2021 12:30:00,23,14.6,59,1020,6.5,12828
3/1/2021 12:45:00,23,14.8,58,1019,6.6,13541
3/1/2021 13:00:00,24,15,58,1019,7,15094
3/1/2021 13:15:00,24,15.1,58,1019,6.6,16460
3/1/2021 13:30:00,24,15.2,58,1019,6.6,12304
3/1/2021 13:45:00,25,15.3,58,1019,6.7,15344
3/1/2021 14:00:00,26,15.4,58,1019,6.8,15616
3/1/2021 14:15:00,26,15.4,58,1019,6.9,16992
3/1/2021 14:30:00,26,15.3,59,1019,6.8,14248
3/1/2021 14:45:00,25,15.2,59,1019,7.2,17569
3/1/2021 15:00:00,25,15.1,60,1019,6.9,17403
3/1/2021 15:15:00,25,15,60,1019,6.9,17626
3/1/2021 15:30:00,25,14.9,61,1019,7,18339
3/1/2021 15:45:00,26,14.8,61,1019,6.5,15157
3/1/2021 16:00:00,26,14.7,62,1019,6.5,13685
3/1/2021 16:15:00,25,14.6,62,1019,6.3,13672
3/1/2021 16:30:00,24,14.3,63,1019,6.6,16505
3/1/2021 16:45:00,24,14.1,64,1019,6.1,15308
3/1/2021 17:00:00,22,13.8,65,1019,7.1,16227
3/1/2021 17:15:00,22,13.6,65,1019,6.7,16645
3/1/2021 17:30:00,22,13.5,66,1019,7.5,19311
3/1/2021 17:45:00,23,13.3,66,1020,7.3,20234
3/1/2021 18:00:00,23,13.2,67,1020,7,16211
3/1/2021 18:15:00,24,13.1,67,1020,7.4,22184
3/1/2021 18:30:00,23,13,67,1020,7.1,20823
3/1/2021 18:45:00,23,12.9,68,1020,8.3,26050
3/1/2021 19:00:00,22,12.8,68,1020,8.2,25417
3/1/2021 19:15:00,22,12.7,68,1020,8.1,25663
3/1/2021 19:30:00,22,12.6,68,1020,8.3,25439
3/1/2021 19:45:00,21,12.5,69,1020,7.9,29429
3/1/2021 20:00:00,21,12.4,69,1020,8.4,27894
3/1/2021 20:15:00,21,12.4,69,1020,8.4,26847
3/1/2021 20:30:00,20,12.4,69,1020,8.7,25226
3/1/2021 20:45:00,20,12.4,70,1020,7.6,25339
3/1/2021 21:00:00,19,12.4,70,1020,7.9,23936
3/1/2021 21:15:00,19,12.4,70,1020,8.3,27122
3/1/2021 21:30:00,19,12.4,70,1020,8.9,27634
3/1/2021 21:45:00,19,12.4,71,1020,8.6,30150
3/1/2021 22:00:00,19,12.4,71,1020,8.4,29904
3/1/2021 22:15:00,19,12.4,71,1020,9,29929
3/1/2021 22:30:00,19,12.4,71,1020,9.1,30631
3/1/2021 22:45:00,19,12.3,72,1020,9,33176
3/1/2021 23:00:00,19,12.3,72,1020,8.9,31358
3/1/2021 23:15:00,19,12.3,72,1020,8.6,29519
3/1/2021 23:30:00,19,12.3,72,1020,9.3,33018
3/1/2021 23:45:00,18,12.2,72,1020,9.4,31568
4/1/2021 00:00:00,22,11.5,68,1020,10,31603
4/1/2021 00:15:00,21,11.5,68,1020,9.7,33922
4/1/2021 00:30:00,21,11.5,68,1020,9.8,32408
4/1/2021 00:45:00,20,11.4,67,1020,9.1,32469
4/1/2021 01:00:00,20,11.4,67,1020,8.4,29439
4/1/2021 01:15:00,19,11.4,67,1020,8.1,26494
4/1/2021 01:30:00,18,11.3,67,1020,8.1,27524
4/1/2021 01:45:00,18,11.3,67,1020,8.2,25194
4/1/2021 02:00:00,18,11.2,67,1020,8.4,30057
4/1/2021 02:15:00,18,11.2,67,1020,8.4,25204
4/1/2021 02:30:00,19,11.2,67,1020,8,23714
4/1/2021 02:45:00,20,11.1,67,1019,8.4,25026
4/1/2021 03:00:00,20,11.1,67,1019,8.3,28193
4/1/2021 03:15:00,20,11.1,67,1019,8.1,26139
4/1/2021 03:30:00,20,11.1,67,1019,7.6,27373
4/1/2021 03:45:00,21,11.2,66,1019,7.7,22340
4/1/2021 04:00:00,21,11.2,66,1019,8,24070
4/1/2021 04:15:00,21,11.2,66,1019,8.3,27792
4/1/2021 04:30:00,22,11.2,66,1019,8.8,27536
4/1/2021 04:45:00,22,11.3,65,1019,8.2,27875
4/1/2021 05:00:00,22,11.3,65,1019,9.1,28037
4/1/2021 05:15:00,22,11.3,65,1019,9,29263
4/1/2021 05:30:00,22,11.3,65,1019,9.4,31199
4/1/2021 05:45:00,22,11.4,64,1020,9.4,33034
4/1/2021 06:00:00,22,11.4,64,1020,10.4,35021
4/1/2021 06:15:00,22,11.4,64,1020,10.2,35794
4/1/2021 06:30:00,22,11.4,64,1020,10,36233
4/1/2021 06:45:00,21,11.4,63,1020,9.7,34314
4/1/2021 07:00:00,21,11.4,63,1020,10.1,36886
4/1/2021 07:15:00,21,11.5,63,1020,9.4,34254
4/1/2021 07:30:00,20,11.7,62,1020,9.6,32647
4/1/2021 07:45:00,18,11.8,62,1020,9.2,30059
4/1/2021 08:00:00,17,12,61,1020,9.4,31233
4/1/2021 08:15:00,17,12.3,61,1020,9.5,33089
4/1/2021 08:30:00,17,12.6,60,1020,9.4,30226
4/1/2021 08:45:00,17,12.9,59,1020,9.2,32792
4/1/2021 09:00:00,18,13.2,58,1020,9,29758
4/1/2021 09:15:00,19,13.6,56,1020,8.5,25285
4/1/2021 09:30:00,20,14,55,1020,8.8,24544
4/1/2021 09:45:00,21,14.4,54,1020,8.4,26807
4/1/2021 10:00:00,22,14.8,53,1020,8.8,30429
4/1/2021 10:15:00,23,15.2,52,1020,8.4,25708
4/1/2021 10:30:00,24,15.5,51,1020,8.2,26690
4/1/2021 10:45:00,25,15.8,50,1020,7.3,23363
4/1/2021 11:00:00,26,16.1,49,1020,7.3,18396
4/1/2021 11:15:00,27,16.4,49,1020,6.7,17836
4/1/2021 11:30:00,28,16.7,49,1020,5.9,18011
4/1/2021 11:45:00,29,17,49,1019,6,15083
4/1/2021 12:00:00,30,17.3,49,1019,6.3,17561
4/1/2021 12:15:00,31,17.5,49,1019,6,13918
4/1/2021 12:30:00,32,17.7,49,1019,5.5,14988
4/1/2021 12:45:00,33,17.8,50,1018,5.4,14413
4/1/2021 13:00:00,34,18,50,1018,5.7,12773
4/1/2021 13:15:00,35,18.1,50,1018,5,11634
4/1/2021 13:30:00,36,18,51,1018,5.4,15038
4/1/2021 13:45:00,36,17.9,52,1017,5.7,15001
4/1/2021 14:00:00,37,17.8,53,1017,6.3,13457
4/1/2021 14:15:00,36,17.6,53,1017,6,15488
4/1/2021 14:30:00,36,17.4,54,1017,6.4,18161
4/1/2021 14:45:00,34,17.2,55,1017,6.1,16106
4/1/2021 15:00:00,33,17,56,1017,6.3,16010
4/1/2021 15:15:00,32,16.8,56,1017,5.5,12303
4/1/2021 15:30:00,31,16.6,57,1017,5.4,13654
4/1/2021 15:45:00,30,16.5,58,1017,6.2,15173
4/1/2021 16:00:00,28,16.3,59,1017,6.1,15014
4/1/2021 16:15:00,28,16.1,59,1017,6.1,15810
4/1/2021 16:30:00,27,15.9,60,1017,5.8,11476
4/1/2021 16:45:00,27,15.7,60,1017,5.3,12800
4/1/2021 17:00:00,27,15.5,61,1017,6.4,14734
4/1/2021 17:15:00,27,15.3,62,1017,6.3,17778
4/1/2021 17:30:00,28,15.1,63,1017,6.9,18886
4/1/2021 17:45:00,28,14.9,64,1018,6.6,21114
4/1/2021 18:00:00,29,14.7,65,1018,6.7,21622
4/1/2021 18:15:00,29,14.5,66,1018,6.9,20760
4/1/2021 18:30:00,28,14.4,67,1018,7,20542
4/1/2021 18:45:00,27,14.3,68,1018,7.3,23736
4/1/2021 19:00:00,26,14.2,69,1018,7.1,21030
4/1/2021 19:15:00,26,14.1,69,1018,6.9,16549
4/1/2021 19:30:00,25,14,70,1018,6.2,15870
4/1/2021 19:45:00,25,14,71,1018,7.7,20514
4/1/2021 20:00:00,25,13.9,72,1018,7.3,22029
4/1/2021 20:15:00,25,13.9,72,1018,6.6,20190
4/1/2021 20:30:00,25,13.8,73,1018,6.9,20117
4/1/2021 20:45:00,24,13.8,74,1018,6.9,17900
4/1/2021 21:00:00,24,13.7,75,1018,7.4,20061
4/1/2021 21:15:00,24,13.7,75,1018,7.7,24705
4/1/2021 21:30:00,23,13.7,75,1018,7,21487
4/1/2021 21:45:00,23,13.6,76,1018,7,20693
4/1/2021 22:00:00,23,13.6,76,1018,6.8,20231
4/1/2021 22:15:00,23,13.6,76,1018,6.9,18965
4/1/2021 22:30:00,23,13.6,76,1018,6.5,18410
4/1/2021 22:45:00,23,13.7,77,1018,5.8,14362
4/1/2021 23:00:00,23,13.7,77,1018,5.7,8776
4/1/2021 23:15:00,23,13.7,77,1018,5.5,9308
4/1/2021 23:30:00,22,13.7,77,1018,5.1,8762
4/1/2021 23:45:00,21,13.8,76,1018,5.5,9646
5/1/2021 00:00:00,21,13.4,72,1018,5.3,10065
5/1/2021 00:15:00,21,13.4,72,1018,5.8,8137
5/1/2021 00:30:00,21,13.3,72,1018,5.8,9223
5/1/2021 00:45:00,22,13.3,73,1018,5.7,11638
5/1/2021 01:00:00,22,13.2,73,1018,5.4,9807
5/1/2021 01:15:00,23,13.1,73,1018,4.9,10031
5/1/2021 01:30:00,23,13,74,1018,5,9106
5/1/2021 01:45:00,24,12.9,75,1018,5.1,7439
5/1/2021 02:00:00,24,12.8,76,1018,5.6,8428
5/1/2021 02:15:00,24,12.7,76,1018,6,11292
5/1/2021 02:30:00,25,12.7,76,1018,6.3,13050
5/1/2021 02:45:00,26,12.7,76,1018,6.1,14012
5/1/2021 03:00:00,26,12.7,76,1018,6,12062
5/1/2021 03:15:00,26,12.7,76,1018,5.8,12129
5/1/2021 03:30:00,27,12.7,76,1018,5.3,10894
5/1/2021 03:45:00,28,12.6,76,1018,5.3,9532
5/1/2021 04:00:00,29,12.6,76,1018,5.5,11577
5/1/2021 04:15:00,29,12.6,76,1018,4.9,8894
5/1/2021 04:30:00,29,12.6,76,1018,5.5,8197
5/1/2021 04:45:00,29,12.5,76,1018,5.4,10556
5/1/2021 05:00:00,29,12.5,76,1018,5.6,11750
5/1/2021 05:15:00,29,12.5,76,1018,6.1,15211
5/1/2021 05:30:00,29,12.5,76,1018,5.7,14540
5/1/2021 05:45:00,29,12.4,75,1018,5.3,11413
5/1/2021 06:00:00,29,12.4,75,1018,5.9,10841
5/1/2021 06:15:00,30,12.4,75,1018,5.7,13750
5/1/2021 06:30:00,30,12.3,75,1018,6.4,13019
5/1/2021 06:45:00,31,12.3,75,1019,6.4,14177
5/1/2021 07:00:00,31,12.2,75,1019,6.1,12358
5/1/2021 07:15:00,31,12.3,74,1019,6,13422
5/1/2021 07:30:00,31,12.4,73,1019,6.1,11847
5/1/2021 07:45:00,31,12.6,72,1019,5.7,11921
5/1/2021 08:00:00,31,12.7,71,1019,5.6,11020
5/1/2021 08:15:00,31,13,69,1019,6,15502
5/1/2021 08:30:00,30,13.3,67,1019,6.2,14931
5/1/2021 08:45:00,31,13.6,64,1020,6.5,16248
5/1/2021 09:00:00,30,13.9,62,1020,6.8,18672
5/1/2021 09:15:00,30,14.2,60,1020,7.3,21287
5/1/2021 09:30:00,31,14.5,59,1020,7,20100
5/1/2021 09:45:00,31,14.8,58,1020,6.8,20425
5/1/2021 10:00:00,32,15.1,57,1020,7.1,20290
5/1/2021 10:15:00,33,15.3,56,1020,7.3,19389
5/1/2021 10:30:00,34,15.5,55,1020,6.6,19965
5/1/2021 10:45:00,35,15.6,54,1019,7.5,22499
5/1/2021 11:00:00,36,15.8,53,1019,7.6,23962
5/1/2021 11:15:00,37,16,52,1019,6.7,22231
5/1/2021 11:30:00,37,16.1,51,1019,7.1,21695
5/1/2021 11:45:00,37,16.2,50,1018,7.5,23678
5/1/2021 12:00:00,38,16.3,49,1018,7.1,18146
5/1/2021 12:15:00,39,16.3,49,1018,7.3,21840
5/1/2021 12:30:00,40,16.4,48,1018,7.5,23442
5/1/2021 12:45:00,41,16.5,47,1018,7,19264
5/1/2021 13:00:00,41,16.6,46,1018,6.9,15626
5/1/2021 13:15:00,42,16.5,46,1018,7,18921
5/1/2021 13:30:00,43,16.3,46,1018,7.5,22261
5/1/2021 13:45:00,43,16.2,47,1017,7.8,27392
5/1/2021 14:00:00,44,16,47,1017,8.7,31958
5/1/2021 14:15:00,44,15.8,47,1017,9.4,37595
5/1/2021 14:30:00,44,15.7,47,1017,10,37723
5/1/2021 14:45:00,44,15.5,47,1017,9.7,37808
5/1/2021 15:00:00,44,15.4,47,1017,10.7,41616
5/1/2021 15:15:00,44,15.2,47,1017,11,41658
5/1/2021 15:30:00,44,15,47,1017,11.1,42463
5/1/2021 15:45:00,43,14.8,46,1018,10.4,40882
5/1/2021 16:00:00,43,14.6,46,1018,10.6,38970
5/1/2021 16:15:00,43,14.4,46,1018,10.6,42254
5/1/2021 16:30:00,43,14.2,47,1018,10.9,38272
5/1/2021 16:45:00,43,13.9,47,1018,10.4,41861
5/1/2021 17:00:00,43,13.7,48,1018,10.7,38245
5/1/2021 17:15:00,43,13.5,49,1018,11.2,39677
5/1/2021 17:30:00,43,13.2,51,1018,11.4,42774
5/1/2021 17:45:00,42,13,53,1019,11.8,40209
5/1/2021 18:00:00,42,12.7,55,1019,11.2,41708
5/1/2021 18:15:00,42,12.6,57,1019,11.8,45635
5/1/2021 18:30:00,41,12.5,58,1019,11.7,46432
5/1/2021 18:45:00,40,12.4,59,1019,11.7,46948
5/1/2021 19:00:00,40,12.3,60,1019,10.8,45108
5/1/2021 19:15:00,39,12.2,60,1019,11.5,45250
5/1/2021 19:30:00,38,12.2,61,1019,10.9,44209
5/1/2021 19:45:00,37,12.1,61,1019,11.4,44302
5/1/2021 20:00:00,37,12.1,62,1019,11.7,46966
5/1/2021 20:15:00,36,12.1,63,1019,10.5,46349
5/1/2021 20:30:00,36,12,64,1019,10.3,42427
5/1/2021 20:45:00,36,12,66,1020,10.8,44602
5/1/2021 21:00:00,36,11.9,67,1020,10.3,44883
5/1/2021 21:15:00,36,11.9,68,1020,10.8,43364
5/1/2021 21:30:00,35,11.8,68,1020,11,41822
5/1/2021 21:45:00,35,11.7,69,1020,10.1,43508
5/1/2021 22:00:00,35,11.6,69,1020,10.6,39974
5/1/2021 22:15:00,35,11.5,69,1020,9.5,36466
5/1/2021 22:30:00,34,11.4,69,1020,9.6,35247
5/1/2021 22:45:00,34,11.3,70,1020,9.9,33932
5/1/2021 23:00:00,33,11.2,70,1020,9.6,38167
5/1/2021 23:15:00,33,11.1,71,1020,9.6,35962
5/1/2021 23:30:00,33,11,72,1020,9.9,37332
5/1/2021 23:45:00,32,10.9,73,1020,10.1,38909
6/1/2021 00:00:00,34,10.9,66,1020,10.3,39869
6/1/2021 00:15:00,34,10.7,66,1020,10.6,36699
6/1/2021 00:30:00,33,10.6,67,1020,10.7,40793
6/1/2021 00:45:00,33,10.5,68,1020,11.3,40872
6/1/2021 01:00:00,33,10.4,69,1020,10.9,40204
6/1/2021 01:15:00,33,10.2,69,1020,11.3,42955
6/1/2021 01:30:00,32,10.1,70,1020,11,40286
6/1/2021 01:45:00,32,10,70,1020,11.4,41200
6/1/2021 02:00:00,32,9.9,71,1020,11.4,39995
6/1/2021 02:15:00,32,9.8,71,1020,11,38683
6/1/2021 02:30:00,32,9.7,71,1020,10.6,39198
6/1/2021 02:45:00,31,9.6,70,1019,10.2,38073
6/1/2021 03:00:00,30,9.5,70,1019,9.6,36470
6/1/2021 03:15:00,30,9.5,70,1019,10.2,32877
6/1/2021 03:30:00,30,9.4,70,1019,9.5,37352
6/1/2021 03:45:00,30,9.4,70,1019,9.7,33046
6/1/2021 04:00:00,29,9.3,70,1019,10.1,34160
6/1/2021 04:15:00,29,9.3,70,1019,9.7,34366
6/1/2021 04:30:00,29,9.3,70,1019,10.2,35910
6/1/2021 04:45:00,29,9.2,70,1019,9.7,35265
6/1/2021 05:00:00,29,9.2,70,1019,10,34969
6/1/2021 05:15:00,29,9.2,70,1019,10.8,40091
6/1/2021 05:30:00,30,9.2,70,1019,10.3,38209
6/1/2021 05:45:00,30,9.1,71,1020,10.5,40219
6/1/2021 06:00:00,31,9.1,71,1020,10.6,40396
6/1/2021 06:15:00,31,9.1,71,1020,10.3,39514
6/1/2021 06:30:00,31,9.1,71,1020,10,39838
6/1/2021 06:45:00,31,9.1,70,1020,9.6,38935
6/1/2021 07:00:00,31,9.1,70,1020,10,37771
6/1/2021 07:15:00,30,9.2,69,1020,9.8,37105
6/1/2021 07:30:00,30,9.4,68,1020,10,37249
6/1/2021 07:45:00,29,9.6,66,1020,10,35202
6/1/2021 08:00:00,29,9.8,65,1020,9.5,34914
6/1/2021 08:15:00,29,10.1,63,1020,9.6,31840
6/1/2021 08:30:00,30,10.4,61,1020,9.6,32541
6/1/2021 08:45:00,30,10.8,60,1020,9,33895
6/1/2021 09:00:00,31,11.1,58,1020,8.3,30025
6/1/2021 09:15:00,31,11.5,56,1020,7.9,26312
6/1/2021 09:30:00,33,11.8,55,1020,7.5,22039
6/1/2021 09:45:00,34,12.2,54,1020,7.3,21251
6/1/2021 10:00:00,36,12.5,53,1020,6.7,23951
6/1/2021 10:15:00,36,12.8,52,1020,8,27346
6/1/2021 10:30:00,36,13.1,51,1020,7.7,29499
6/1/2021 10:45:00,37,13.4,51,1019,7.7,30321
6/1/2021 11:00:00,38,13.7,50,1019,8,25618
6/1/2021 11:15:00,38,13.9,50,1019,7.6,24272
6/1/2021 11:30:00,38,14.1,49,1019,7.7,27323
6/1/2021 11:45:00,39,14.3,49,1018,6.8,27335
6/1/2021 12:00:00,40,14.5,48,1018,6.9,19383
6/1/2021 12:15:00,40,14.6,48,1018,6.7,22263
6/1/2021 12:30:00,41,14.7,48,1018,6.6,19774
6/1/2021 12:45:00,41,14.8,48,1017,6.1,17918
6/1/2021 13:00:00,42,14.9,48,1017,6.7,15686
6/1/2021 13:15:00,41,14.9,48,1017,6.4,11151
6/1/2021 13:30:00,41,14.8,48,1017,5.2,12066
6/1/2021 13:45:00,40,14.8,49,1017,5.4,10768
6/1/2021 14:00:00,39,14.7,49,1017,5.7,11643
6/1/2021 14:15:00,39,14.6,49,1017,5.8,12174
6/1/2021 14:30:00,39,14.4,50,1017,5.8,12487
6/1/2021 14:45:00,39,14.2,50,1016,5.7,14513
6/1/2021 15:00:00,40,14,51,1016,5.9,12812
6/1/2021 15:15:00,40,13.8,51,1016,6.4,15853
6/1/2021 15:30:00,40,13.5,52,1016,5.8,14051
6/1/2021 15:45:00,40,13.3,53,1017,6.3,14331
6/1/2021 16:00:00,40,13,54,1017,6.2,17017
6/1/2021 16:15:00,40,12.8,55,1017,6.3,18010
6/1/2021 16:30:00,39,12.5,56,1017,6.3,19042
6/1/2021 16:45:00,39,12.2,57,1017,6.5,18094
6/1/2021 17:00:00,38,11.9,58,1017,6.5,19943
